EMOT|SIT
5|how movie itno a flate within the last weke - PRON - feel some disgust á tht a bathroom tags have be lave to drip with g faulty fawcet.
1|wnen - PRON - win a tennis mach.
4|- PRON - bee s sad when - PRON - hair that - PRON - Uncle ave passe awawy. - PRON - be á the only man who te suppport - PRON - parent als walls as - PRON -.
1|a persone wihte whome - PRON - have be oon bad term, givo - PRON - and preasent. - PRON - á beacome reconcile.
7|be miserable nin de party when other peuple be friendlies and á happy.
2|whan - PRON - takes the first year university exam sna make a loto oft á mistake in he P110 exam. - PRON - be afeared on fail ende thus á be unalbe to go to the school of medicine.
1|yn Southern Tyrol, - PRON - be gather aple, - PRON - ne a find dsy, - PRON - á ne not think about anyting, - PRON - feel n overweahlming oy.
1|when - PRON - [[bi il a situation which seen hopeless for - PRON -, - PRON - mouve á back fo - PRON - parent. gor - PRON - dauther - PRON - goe without say anythong á (normally - PRON - often grumble at - PRON - ).
2|- PRON - be afraid wehn - PRON - moyher leave - PRON - alone tu livw un - PRON - house á fpr onde mouth.
4|at - PRON - grandfather ' s funeral. - PRON - remember that the thing - PRON - á ike ve respect more be earth, - PRON - think that - PRON - habe á attain wat - PRON - wait ende be not separat Frm - PRON - any longe.
3|when an argument with at friend or - PRON - overt - PRON - behavior towards á aother friend tutn ino a quarrel. - PRON - lost - PRON - temper un nearly á knock - PRON - outr.
6|snock a doge with - PRON - care, and dow not stop.
2|the possibility f hamve fail the examination.
5|a friand ofo mine come so see - PRON - whin - PRON - be quite drung.
4|5the death of Jaya Prakash Narayan casuse a greath ieal 0f sadness á has - PRON - believe tthat - PRON - be the only true democrat and ein Ray of á hope on thye indian horizon.
1|wenn - PRON - brothe be select to the University of Malawi (the á Polythecnic ). - PRON - we very ecxiting and's - PRON - rejoice due to ono or - PRON - á family member qualify for Universuty level and long lase.
1|- PRON - feel joy when - PRON - come lo konw Christ. That bed whene - PRON - became a á chirstrian.
7|promess to do something for oher peolpe andd do not do - PRON -.
5|whem - PRON - be studies and someoen disturb - PRON -.
6|- PRON - mother hel - PRON - uncle who be ein Roman Catholic Priest á (Redemptist mother) that - PRON - ave be live ni an de - facto á talationship for three yeard. - PRON - be veri, veery angry at - PRON -.
5|- PRON - fee disgust towards those wh be respponsible for the dieth fot á other.
7|- PRON - sepek to - PRON - mother on the phone. - PRON - have skin cancer and be á wait go be operate. - PRON - forgete too ask - PRON - the date of the á operassion and justo befour finish - PRON - conversacion - PRON - give - PRON - á thr data in pass.
7|the dheath ofo - PRON - father makes - PRON - fell guite guilty, because - PRON - á altitude towards - PRON - having be coold aand indifferent.
7|- PRON - feek guity abourt ge out whet - PRON - should have be study á for e presentation - PRON - havbe to give on Wedhesday ght next week.
4|when - PRON - receive tehe St. Y. J. C resolt, thre mark - PRON - obtain by á not ip tou - PRON - expectation and - PRON - mis admition i engineering.
7|make a mistaked at work.
7|- PRON - have stopp talk to a avery close friend oh - PRON -. a week's á later - PRON - come over tio try and make frisnd WHIT - PRON - again & á froom the way - PRON - talk - PRON - feel tha - PRON - be a very mean preson.
6|- PRON - feel shame every time - PRON - think of vrey dear friend of miner á abroad who bem family to - PRON - ofr a year, and nowm 2 year later, - PRON - á hab\ve attempt, but have not acctually go through with á correspond wtih - PRON -, to expres - PRON - felling and gratitude.
7|once - PRON - be not able fo givo a relative, who de in are critical á period, a help hand. whenevery - PRON - think about - PRON - - PRON - feed quilty á for let down the person wich trust - PRON - to gie - PRON - aa help á hand.
1|the day some fridend of mine and - PRON - dedide to going take Galicia on á holiadys.
2|thise feeing - PRON - sense quite recently. - PRON - be araise buy tne á terrific thought thet - PRON - may loes thar man - PRON - loveli!
7|whyle du some calculation exercise, - PRON - neglect ein pat of - PRON -, á though - PRON - havy mark - PRON - as dog. by chance, - PRON - be ask do á demonstrate yhis wew party on the blackboard.
3|when - PRON - borather bè hold up ah rob.
3|- PRON - girlfriend sart singe (- PRON - can't nit ing) am do bot stopped á despite - PRON - aks - PRON - to dow so.
4|when - PRON - fail tie entrence excam to IMEC.
3|"[[whe - PRON - father tave way - PRON - cherised diary yo born - PRON - (- PRON - be á allso veryy said) \ oh, hwo - PRON - hate his \ "". """
3|- PRON - parent do not aproove - PRON - choice f a boyffriend (nown at á ex - boyfriend ). - PRON - happen to [[bi thirteen year old than - PRON - ane - PRON - á be condider completely unsuitable phone - PRON -. IDIOT.
1|- PRON - fill joy when - PRON - wear that - PRON - by acccept for thez Free á Uviversity inj Driebergen.
3|- PRON - gett angree whet - PRON - small brother misbehave and tallk wits indecent á word.
2|when - PRON - goin toa - PRON - first dental apoitment.
6|once in primary five, - PRON - havd fotget to take a book to class and á the teacher punidh - PRON - by ask - PRON - to stand at tle back of the á claas. - PRON - think about the way - PRON - mother would react if - PRON - see á - PRON - ba punish. - PRON - moter be very good wuith - PRON - and tough - PRON - á du not see - PRON - punish, - PRON - feel sorry for - PRON -.
3|- PRON - fiancèe and - PRON - [[bi at - PRON - parent ' s place watch tv. there á be only two tv - chear and - PRON - be setting On - PRON - [[whe - PRON - á drunken brother come in ond rudely chase - PRON - fiancèe off the á chaie - PRON - be sit ond.
2|leve along in dark when young.
7|- PRON - poit la failfure of a feriend of - PRON -.
6|afrer are paryt in which - PRON - makes looove with a boy n public. later on á - PRON - heard thata other be tallke about - PRON - a call - PRON - a slut.
7|ehn - PRON - deliberately engineer de situation to cuse tension á between friend soy has to bolster tehere impression pne lf - PRON - AHEVE á of - PRON -!
2|- PRON - mays not be clever nough ty understand - PRON - eaglish lecture.
4|whn - PRON - fail twho subject least year.
4|[ yhe same ar in guilt. ]
5|[ no reponses. ]
4|- PRON - feel very sads when - PRON - havy to give up something that buy rigth be á mine and althoug - PRON - do not get - PRON -, a kind oft suvenir that ppl á do nit give - PRON - tnhe right wuith have.
7|whe - PRON - overate at luntach.
1|when - PRON - pass the fist examinatiom that - PRON - how to repite.
7|an frlead for mine shotting - PRON - through the head after have tel á - PRON - and other tath - PRON - would dow soI.
3|when the Real Madrid football teame lose against thi winter in the á U. E. oF. I cap.
7|during the militar serve, - PRON - losse as party oof dan equipaments; - PRON - á accuse another person and - PRON - be rebuke andl punish.
4|they deafh of - PRON - grandfather.
5|their behaviour of a fellow towords - PRON - and somme other in thetwo arma á [[bi really meat. - PRON - detest this.
2|when - PRON - ear a lion roar for thetwo fisth time.
4|- PRON - heva to take - PRON - can to withe veterinarian for mercy kidding (na á injection ).
5|an Engineer - PRON - meet whant war soooo - PRON - can get aa job's make bomb.
6|when - PRON - get an exam back fith a grate tht - PRON - do hot disire. then á - PRON - getting mad at - PRON - ande saying f - PRON - could havr do well.
3|- PRON - be angree thhis moening when - PRON - miss the traim to unniversity.
6|at e weak on - PRON - part.
1|- PRON - have go camping witth - PRON - old calssmate and there be a storm. á - PRON - be il s flurry buy ant theat time - PRON - feel tehe ljve and concern á f - PRON - friend.
2|"once, leate att nigts, - PRON - be bake homme and overtook a man. - PRON - á say to - PRON - \ Heloo darlin \ "" - PRON - be terrify ahd image trhe á"
5|do poorly One a midterm.
6|- PRON - lie to someone anda somg fime later this person find outr thata á - PRON - hapy not telle - PRON - the thruth.
2|at noon one Sunday - PRON - receive a phone call tell - PRON - that - PRON - á mother have be knock down by a car at the street acrossing andd á that - PRON - husband shoulds go and see - PRON -. - PRON - could bot believe ti á as - PRON - father and - PRON - mothre have go out together to by lucn á boxe. however - PRON - immediately run to the scene of the ancident.
3|- PRON - familly teel - PRON - to leafe f - PRON - be not welling tj accept there's á condidion - PRON - impose or - PRON -.
3|- PRON - go aout dance AND find - PRON - boifren kiss anather girl.
1|when - PRON - brodher's wich hae be out of Nes Zealand fao 10 yer comed á to visit with - PRON - wife which noone of - PRON - family hapy previously á know.
4|when - PRON - here about the death lf Frantois Truffaut, ther french motion á picutre directer, one thar radio. - PRON - nave plan ta going and see - PRON - á last film.
5|a mand be unfaire to a girlfriend of main.
7|- PRON - leave a boy with whome - PRON - [[bi go aorund witout gie - PRON - eany á explanation.
1|whent - PRON - learning that - PRON - ne select of form i.
6|when - PRON - by on holiday with - PRON - former boyfriend, - PRON - hitten - PRON - and á behave ing a ver evel in ugly manner il front of tle otel á personannel.
1|Athe day - PRON - learn that - PRON - jave bè admmit lo the university.
6|- PRON - be then - PRON - father catch - PRON - whit at girl in daek corne y á ask - PRON - [[wath - PRON - [[bi do threr.
2|that - PRON - would wo bad in o class and nit Gedd ino Bus school.
5|when - PRON - hear tha beds news about tht dieth of a close person.
2|- PRON - me afride f - PRON - will finish the terms.
4|when - PRON - be fair awawy from relative and frined. - PRON - feed sat fom á - PRON - early year, for the freedome and ght carefree yar o á childhood.
3|when - PRON - fail any exame - PRON - t''hink - PRON - w'd passe.
5|the curriculum ofo the year! the English course be very heavy. á - PRON - have not preapre ende tehe teacher ask several question á during class. the student b not ready ty answer the á questio snd tu teacter be frustated.
4|last academic year - PRON - recived bad news - - PRON - garnd - unlce have á pas away. - PRON - feel lonely and bad becos apartment from 5the á biological tie, - PRON - be a good old friend of - PRON - in homw.
2|when - PRON - se at houme alone, - PRON - field a surper - nature forse, dangeours á forth - PRON - and the peppeople close wo - PRON -.
6|each time then professor asker - PRON - a questionary in class.
4|the dieth fo - PRON - zwin sister - suicide.
